title,control_title,Mod,priority,Recommendation Steps/Approach,COST,
RDS,RDS DB instances should have deletion protection enabled,Compliance, p2 ,"To enable deletion protection for your RDS DB instances, log into the AWS Management Console, navigate to the RDS dashboard, and select the DB instance you want to protect. Click on “Modify,” and under the “Deletion Protection” section, set it to “Yes.” Save the changes and apply them immediately or during the next maintenance window
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
RDS,RDS DB instance encryption at rest should be enabled,Compliance, p1 ,"To enable encryption at rest for RDS DB instances, you need to create a new encrypted DB instance. Log into the AWS Management Console, navigate to RDS, and select “Create database.” When configuring the database, ensure that the “Storage encryption” option is enabled. For existing unencrypted instances, take a snapshot and create a new instance from that snapshot with encryption enabled.
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html",Cost: None/$0 ,
RDS,An RDS event notifications subscription should be configured for critical database instance events,Compliance, p3 ,"To configure an RDS event notifications subscription for critical database instance events, log into the AWS Management Console and navigate to the RDS dashboard. Select ""Event subscriptions"" and create a new subscription by selecting the RDS instance and the types of events you want to receive notifications for. Specify the notification method, such as an SNS topic. 
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Events.html#USER_Events.Subscribing",Cost: None/$0 ,
RDS,RDS DB instances should have iam authentication enabled,Compliance, p2 ,"To enable IAM authentication for your RDS DB instances, log into the AWS Management Console and navigate to your RDS instance. Click on “Modify,” and in the “Database options,” set “IAM DB Authentication” to enabled. Save the changes and apply them immediately or during the next maintenance window. Additionally, ensure that your application is configured to use IAM authentication when connecting
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/UsingWithRDS.IAMDBAuth.html",Cost: None/$0 ,
RDS,RDS DB instances should be in a backup plan,Compliance, p3 ,"To ensure that your RDS DB instances are included in a backup plan, verify that automated backups are enabled. Log into the AWS Management Console, select your RDS instance, click on “Modify,” and ensure that the “Backup retention period” is set to a value greater than 0. Save changes and apply them either immediately or during the next maintenance window
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
RDS,RDS instances should be deployed in a VPC,Compliance, p1 ,"To ensure that your RDS instances are deployed in a Virtual Private Cloud (VPC), verify the settings during instance creation. Log into the AWS Management Console, navigate to the RDS dashboard, and check the ""Network & Security"" settings of your DB instance. Ensure that it is launched within a VPC. If necessary, create a new instance within a VPC
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_VPC.html",Cost: None/$0 ,
RDS,Database logging should be enabled,Compliance, p1 ,"To enable database logging for your RDS instances, log into the AWS Management Console, navigate to your RDS instance, and click on “Modify.” In the “Log exports” section, select the types of logs you wish to enable (e.g., error logs, general logs, slow query logs). Save the changes and choose to apply them immediately or during the next maintenance window.
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_LogAccess.html",Cost: None/$0 ,
RDS,RDS DB instance multiple az should be enabled,Compliance, p2 ,"To enable Multi-AZ deployment for RDS DB instances, log into the AWS Management Console, select your DB instance, and click on “Modify.” In the “Availability & durability” section, choose the option for Multi-AZ deployment and save your changes. Apply the modifications either immediately or during the next maintenance window.
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Concepts.MultiAZ.html
",Cost: None/$0 ,
RDS,RDS database instances should use a custom administrator username,Compliance, p1 ,"To set a custom administrator username for your RDS DB instances, log into the AWS Management Console, navigate to the RDS dashboard, and create a new instance. During the creation process, specify your custom username in the “DB instance identifier” section. If you have existing instances, you may need to create a new instance and migrate data or change the existing username as per your requirements
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
RDS,RDS DB instances should not use public subnet,Compliance, p3 ,"To ensure that your RDS instances do not use public subnets, check the subnet configuration when creating the instance. Log into the AWS Management Console, navigate to the VPC dashboard, and verify that the selected subnet for your RDS instance is private. If needed, launch a new RDS instance in a private subnet
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_VPC.html",Cost: None/$0 ,
RDS,RDS PostgreSQL DB instances should not be exposed to local file read vulnerability,Compliance, p3 ,"To protect RDS PostgreSQL instances from local file read vulnerabilities, ensure that the appropriate configurations are set. Verify that the local_file setting is disabled in your instance parameters. Log into the AWS Management Console, navigate to the RDS dashboard, select your PostgreSQL instance, and modify the DB parameter group settings

https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
RDS,RDS DB instances should prohibit public access,Compliance, p1 ,"To prohibit public access for RDS DB instances, log into the AWS Management Console and navigate to the RDS dashboard. Select your DB instance and ensure that the ""Public accessibility"" option is set to “No.” Save changes and apply them either immediately or during the next maintenance window
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
RDS,RDS DB instance should be protected by backup plan,Compliance, p3 ,"To protect your RDS DB instances with a backup plan, ensure that automated backups are enabled. Log into the AWS Management Console, select your RDS instance, and click on “Modify.” Ensure that the “Backup retention period” is greater than 0 days, and apply the changes immediately or during the next maintenance window
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
RDS,An RDS event notifications subscription should be configured for critical database parameter group events,Compliance, p3 ,"To configure an RDS event notifications subscription for critical database parameter group events, log into the AWS Management Console, navigate to the RDS dashboard, and select ""Event subscriptions."" Create a new subscription and select the parameter group events you wish to monitor. Specify the notification method, such as an SNS topic.
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Events.html#USER_Events.Subscribing",Cost: None/$0 ,
RDS,An RDS event notifications subscription should be configured for critical database security group events,Compliance, p2 ,"RDS event notifications subscription for critical database security group events, log into the AWS Management Console, navigate to the RDS dashboard, and select ""Event subscriptions."" Create a new subscription by selecting the security group events you want to monitor, and specify the notification method (e.g., an SNS topic).
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Events.html#USER_Events.Subscribing
",Cost: None/$0 ,
RDS,RDS DB snapshots should be encrypted at rest,Compliance, p1 ,"RDS DB snapshots are encrypted at rest, create snapshots with encryption enabled. Log into the AWS Management Console, navigate to your RDS instance, and select ""Take snapshot."" Ensure that the ""Enable encryption"" option is selected. For existing unencrypted snapshots, you can create a copy of the snapshot with encryption enabled
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html",Cost: None/$0 ,
RDS,RDS snapshots should prohibit public access,Compliance, p1 ,"RDS snapshots, log into the AWS Management Console and navigate to the RDS dashboard. Select the snapshot you wish to modify and ensure that it is set to “Private” under the “Permissions” settings. If public access is enabled, modify the snapshot settings accordingly
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
Redshift,AWS Redshift audit logging should be enabled,Compliance,P1,Ensure AWS Redshift audit logging is enabled. Steps: 1. Go to the Redshift console. 2. Enable audit logging. https://docs.aws.amazon.com/redshift/latest/mgmt/managing-audit-logging.html,Cost: None/$0 ,
Redshift,AWS Redshift clusters should have automatic snapshots enabled,Compliance,P1,Ensure AWS Redshift clusters have automatic snapshots enabled. Steps: 1. Go to the Redshift console. 2. Enable automatic snapshots. https://docs.aws.amazon.com/redshift/latest/mgmt/working-with-snapshots.html,Cost: None/$0 ,
Redshift,AWS Redshift should have automatic upgrades to major versions enabled,Compliance,P1,Ensure AWS Redshift has automatic upgrades to major versions enabled. Steps: 1. Go to the Redshift console. 2. Enable automatic upgrades. https://docs.aws.amazon.com/redshift/latest/mgmt/cluster-management.html,Cost: None/$0 ,
Redshift,Redshift clusters should be encrypted with CMK,Compliance,P1,Ensure Redshift clusters are encrypted with CMK. Steps: 1. Go to the Redshift console. 2. Enable CMK encryption for clusters. https://docs.aws.amazon.com/redshift/latest/mgmt/security-iam.html,Cost: None/$0 ,
Redshift,Redshift cluster encryption in transit should be enabled,Compliance,P1,Ensure Redshift cluster encryption in transit is enabled. Steps: 1. Go to the Redshift console. 2. Enable encryption in transit. https://docs.aws.amazon.com/redshift/latest/mgmt/security-iam.html,Cost: None/$0 ,
Redshift,Redshift cluster audit logging and encryption should be enabled,Compliance,P1,Ensure Redshift cluster audit logging and encryption are enabled. Steps: 1. Go to the Redshift console. 2. Enable audit logging and encryption. https://docs.aws.amazon.com/redshift/latest/mgmt/security-iam.html,Cost: None/$0 ,
Redshift,AWS Redshift enhanced VPC routing should be enabled,Compliance,P1,Ensure AWS Redshift enhanced VPC routing is enabled. Steps: 1. Go to the Redshift console. 2. Enable enhanced VPC routing. https://docs.aws.amazon.com/redshift/latest/mgmt/enhanced-vpc-routing.html,Cost: None/$0 ,
Redshift,AWS Redshift clusters should be encrypted with KMS,Compliance,P1,Ensure AWS Redshift clusters are encrypted with KMS. Steps: 1. Go to the Redshift console. 2. Enable KMS encryption for clusters. https://docs.aws.amazon.com/redshift/latest/mgmt/security-iam.html,Cost: None/$0 ,
Redshift,AWS Redshift should have required maintenance settings,Compliance,P1,Ensure AWS Redshift has required maintenance settings. Steps: 1. Go to the Redshift console. 2. Verify maintenance settings. https://docs.aws.amazon.com/redshift/latest/mgmt/maintenance.html,Cost: None/$0 ,
Redshift,AWS Redshift clusters should not use the default Admin username,Compliance,P1,Ensure AWS Redshift clusters do not use the default Admin username. Steps: 1. Go to the Redshift console. 2. Change the Admin username. https://docs.aws.amazon.com/redshift/latest/mgmt/working-with-clusters.html,Cost: None/$0 ,
Redshift,Redshift clusters should not use the default database name,Compliance,P1,Ensure Redshift clusters do not use the default database name. Steps: 1. Go to the Redshift console. 2. Change the database name. https://docs.aws.amazon.com/redshift/latest/mgmt/working-with-clusters.html,Cost: None/$0 ,
Redshift,Redshift clusters should prohibit public access,Compliance,P1,Ensure Redshift clusters prohibit public access. Steps: 1. Go to the Redshift console. 2. Set public access to prohibited. https://docs.aws.amazon.com/redshift/latest/mgmt/security-iam.html,Cost: None/$0 ,
Reliability,Lambda functions concurrent execution limit configured,AWS Well-Architected Framework,P1,Ensure Lambda functions have a concurrent execution limit configured. Steps: 1. Review concurrent execution settings. 2. Configure limits based on application requirements. https://docs.aws.amazon.com/lambda/latest/dg/configuration-concurrency.html,Cost: None/$0 ,
Reliability,CloudFront distributions should have origin failover configured,AWS Well-Architected Framework,P1,Ensure CloudFront distributions have origin failover configured. Steps: 1. Review origin settings. 2. Enable origin failover for improved reliability. https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/using-origin-failover.html,Cost: None/$0 ,
Reliability,CloudFront distributions should have AWS WAF enabled,AWS Well-Architected Framework,P1,Ensure CloudFront distributions have AWS WAF enabled. Steps: 1. Review CloudFront distribution settings. 2. Enable AWS WAF for security against common web exploits. https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html,Cost: None/$0 ,
Reliability,ELB classic load balancers should have cross-zone load balancing enabled,AWS Well-Architected Framework,P2,Ensure ELB classic load balancers have cross-zone load balancing enabled. Steps: 1. Review load balancer settings. 2. Enable cross-zone load balancing for improved availability. https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-console-usage.html,Cost: None/$0 ,
Reliability,ELB classic load balancers should span multiple availability zones,AWS Well-Architected Framework,P3,Ensure ELB classic load balancers span multiple availability zones. Steps: 1. Check availability zone configurations. 2. Ensure load balancers are deployed across multiple AZs. https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-create-load-balancer.html,Cost: None/$0 ,
Reliability,Lambda functions should operate in more than one availability zone,AWS Well-Architected Framework,P3,Ensure Lambda functions operate in more than one availability zone. Steps: 1. Review Lambda settings. 2. Configure functions for multi-AZ deployment. https://docs.aws.amazon.com/lambda/latest/dg/configuration-availability-zones.html,Cost: None/$0 ,
Reliability,RDS DB clusters should be configured for multiple Availability Zones,AWS Well-Architected Framework,P1,Ensure RDS DB clusters are configured for multiple Availability Zones. Steps: 1. Check DB cluster settings. 2. Enable multi-AZ deployment for increased availability. https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Concepts.MultiAZ.html,Cost: None/$0 ,
Reliability,RDS DB instance multiple az should be enabled,AWS Well-Architected Framework,P2,Ensure RDS DB instances have multiple AZ enabled. Steps: 1. Review RDS instance settings. 2. Enable multi-AZ for better reliability. https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Concepts.MultiAZ.html,Cost: None/$0 ,
Reliability,S3 bucket cross-region replication should be enabled,AWS Well-Architected Framework,P2,Ensure S3 bucket cross-region replication is enabled. Steps: 1. Review S3 bucket settings. 2. Enable cross-region replication for improved disaster recovery. https://docs.aws.amazon.com/AmazonS3/latest/userguide/Replication.html,Cost: None/$0 ,
Reliability,EC2 instances should be in a VPC,AWS Well-Architected Framework,P1,Ensure EC2 instances are in a VPC. Steps: 1. Check EC2 settings. 2. Ensure instances are deployed within a VPC for better security and isolation. https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EC2_GetStarted.html#ec2-launch-instance,Cost: None/$0 ,
Reliability,ECS cluster instances should be in a VPC,AWS Well-Architected Framework,P3,Ensure ECS cluster instances are in a VPC. Steps: 1. Review ECS settings. 2. Ensure cluster instances operate within a VPC for better networking control. https://docs.aws.amazon.com/AmazonECS/latest/developerguide/what-is-ecs.html,Cost: None/$0 ,
Reliability,ES domains should be in a VPC,AWS Well-Architected Framework,P1,Ensure Elasticsearch domains are in a VPC. Steps: 1. Check ES domain settings. 2. Ensure domains are configured within a VPC for enhanced security. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Cost: None/$0 ,
Reliability,Lambda functions should be in a VPC,AWS Well-Architected Framework,P1,Ensure Lambda functions are in a VPC. Steps: 1. Check Lambda settings. 2. Configure functions to operate within a specified VPC for better security. https://docs.aws.amazon.com/lambda/latest/dg/configuration-vpc.html,Cost: None/$0 ,
Reliability,AWS Redshift enhanced VPC routing should be enabled,AWS Well-Architected Framework,P1,Ensure AWS Redshift enhanced VPC routing is enabled. Steps: 1. Review Redshift cluster settings. 2. Enable enhanced VPC routing for improved security and performance. https://docs.aws.amazon.com/redshift/latest/mgmt/working-with-vpc-routing.html,Cost: None/$0 ,
Reliability,Both VPN tunnels provided by AWS Site-to-Site VPN should be in UP status,AWS Well-Architected Framework,P1,Ensure both VPN tunnels provided by AWS Site-to-Site VPN are in UP status. Steps: 1. Check the status of both VPN tunnels. 2. Troubleshoot if any tunnel is down. https://docs.aws.amazon.com/vpn/latest/sitetositevpn/MonitoringVPNConnections.html,Cost: None/$0 ,
Reliability,EC2 instance detailed monitoring should be enabled,AWS Well-Architected Framework,P1,Ensure EC2 instance detailed monitoring is enabled. Steps: 1. Review EC2 instance settings. 2. Enable detailed monitoring for better insights. https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/monitoring-instances.html#monitoring-instances-enable-detailed,Cost: None/$0 ,
Reliability,API Gateway stage logging should be enabled,AWS Well-Architected Framework,P1,Ensure API Gateway stage logging is enabled. Steps: 1. Review API Gateway settings. 2. Enable logging for all stages to track usage and performance. https://docs.aws.amazon.com/apigateway/latest/developerguide/set-up-logging.html,Cost: None/$0 ,
Reliability,ACM certificates should have transparency logging enabled,AWS Well-Architected Framework,P1,Ensure ACM certificates have transparency logging enabled. Steps: 1. Check ACM certificate settings. 2. Enable transparency logging to monitor certificate issuance. https://docs.aws.amazon.com/acm/latest/userguide/acm-certificate-transparency.html,Cost: None/$0 ,
Reliability,CodeBuild projects should have logging enabled,AWS Well-Architected Framework,P1,Ensure CodeBuild projects have logging enabled. Steps: 1. Review CodeBuild project settings. 2. Enable logging for build insights. https://docs.aws.amazon.com/codebuild/latest/userguide/monitoring-builds.html,Cost: None/$0 ,
Reliability,ECS task definitions should have logging enabled,AWS Well-Architected Framework,P1,Ensure ECS task definitions have logging enabled. Steps: 1. Review ECS task definition settings. 2. Enable logging for task execution. https://docs.aws.amazon.com/AmazonECS/latest/userguide/what-is-ecs.html,Cost: None/$0 ,
Reliability,ELB application and classic load balancer logging should be enabled,AWS Well-Architected Framework,P1,Ensure ELB application and classic load balancer logging is enabled. Steps: 1. Review load balancer settings. 2. Enable access logs for better visibility. https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-access-logs.html,Cost: None/$0 ,
Reliability,Lambda functions CloudTrail logging should be enabled,AWS Well-Architected Framework,P1,Ensure Lambda functions have CloudTrail logging enabled. Steps: 1. Review Lambda function settings. 2. Enable CloudTrail logging for tracking function invocations. https://docs.aws.amazon.com/lambda/latest/dg/monitoring-cloudtrail.html,Cost: None/$0 ,
Reliability,OpenSearch domains should have audit logging enabled.,AWS Well-Architected Framework,P1,Ensure OpenSearch domains have audit logging enabled. Steps: 1. Review OpenSearch domain settings. 2. Enable audit logging for security compliance. https://docs.aws.amazon.com/opensearch-service/latest/developerguide/audit-logs.html,Cost: None/$0 ,
Reliability,Database logging should be enabled,AWS Well-Architected Framework,P1,Ensure database logging is enabled. Steps: 1. Review database settings. 2. Enable logging for audit and troubleshooting purposes. https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_LogAccess.html,Cost: None/$0 ,
Reliability,Route 53 zones should have query logging enabled,AWS Well-Architected Framework,P1,Ensure Route 53 zones have query logging enabled. Steps: 1. Review Route 53 settings. 2. Enable query logging for insights into DNS queries. https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/query-logging.html,Cost: None/$0 ,
Reliability,S3 bucket logging should be enabled,AWS Well-Architected Framework,P1,Ensure S3 bucket logging is enabled. Steps: 1. Review S3 bucket settings. 2. Enable logging to track requests made to the bucket. https://docs.aws.amazon.com/AmazonS3/latest/userguide/LoggingHowTo.html,Cost: None/$0 ,
Reliability,S3 buckets object logging should be enabled,AWS Well-Architected Framework,P1,Ensure S3 bucket object logging is enabled. Steps: 1. Review S3 bucket object settings. 2. Enable logging to track changes to objects. https://docs.aws.amazon.com/AmazonS3/latest/userguide/LoggingHowTo.html,Cost: None/$0 ,
Reliability,WAF web ACL logging should be enabled,AWS Well-Architected Framework,P1,Ensure WAF web ACL logging is enabled. Steps: 1. Review WAF settings. 2. Enable logging for web ACLs to monitor requests. https://docs.aws.amazon.com/waf/latest/developerguide/logging.html,Cost: None/$0 ,
Reliability,ECS clusters should have container insights enabled,AWS Well-Architected Framework,P1,Ensure ECS clusters have container insights enabled. Steps: 1. Review ECS cluster settings. 2. Enable container insights for monitoring. https://docs.aws.amazon.com/AmazonECS/latest/userguide/container-metrics.html,Cost: None/$0 ,
Reliability,Elastic Beanstalk enhanced health reporting should be enabled,AWS Well-Architected Framework,P2,Ensure Elastic Beanstalk enhanced health reporting is enabled. Steps: 1. Review Elastic Beanstalk environment settings. 2. Enable enhanced health reporting. https://docs.aws.amazon.com/elasticbeanstalk/latest/dg/health-enhanced.html,Cost: None/$0 ,
Reliability,EC2 auto scaling groups should cover multiple availability zones,AWS Well-Architected Framework,P3,Ensure EC2 auto scaling groups cover multiple availability zones. Steps: 1. Review auto scaling group settings. 2. Configure to span multiple availability zones. https://docs.aws.amazon.com/autoscaling/ec2/userguide/AutoScalingGroup.html,Cost: None/$0 ,
Reliability,DynamoDB table auto scaling should be enabled,AWS Well-Architected Framework,P2,Ensure DynamoDB table auto scaling is enabled. Steps: 1. Review DynamoDB table settings. 2. Enable auto scaling for provisioned throughput. https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/AutoScaling.html,Cost: None/$0 ,
Reliability,RDS DB instance automatic minor version upgrade should be enabled,AWS Well-Architected Framework,P1,Ensure RDS DB instance automatic minor version upgrade is enabled. Steps: 1. Review RDS instance settings. 2. Enable automatic minor version upgrades. https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_UpgradeDBInstance.html,Cost: None/$0 ,
Reliability,Backup recovery points should be encrypted,AWS Well-Architected Framework,P1,Ensure backup recovery points are encrypted. Steps: 1. Review backup settings. 2. Enable encryption for all recovery points. https://docs.aws.amazon.com/Backup/latest/devguide/whatisbackup.html,Cost: None/$0 ,
Reliability,DynamoDB table should have encryption enabled,AWS Well-Architected Framework,P1,Ensure DynamoDB table has encryption enabled. Steps: 1. Review DynamoDB table settings. 2. Enable encryption for sensitive data. https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/encryption.html,Cost: None/$0 ,
Reliability,EBS default encryption should be enabled,AWS Well-Architected Framework,P1,Ensure EBS default encryption is enabled. Steps: 1. Review EBS settings. 2. Enable default encryption for all volumes. https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSEncryption.html,Cost: None/$0 ,
Reliability,EBS volume encryption at rest should be enabled,AWS Well-Architected Framework,P1,Ensure EBS volume encryption at rest is enabled. Steps: 1. Review EBS volume settings. 2. Enable encryption at rest for sensitive data. https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSEncryption.html,Cost: None/$0 ,
Reliability,RDS DB instance encryption at rest should be enabled,AWS Well-Architected Framework,P1,Ensure RDS DB instance encryption at rest is enabled. Steps: 1. Review RDS instance settings. 2. Enable encryption at rest. https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html,Cost: None/$0 ,
Reliability,RDS DB snapshots should be encrypted at rest,AWS Well-Architected Framework,P1,Ensure RDS DB snapshots are encrypted at rest. Steps: 1. Review RDS snapshot settings. 2. Enable encryption for all snapshots. https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html,Cost: None/$0 ,
Reliability,S3 bucket default encryption should be enabled,AWS Well-Architected Framework,P1,Ensure S3 bucket default encryption is enabled. Steps: 1. Review S3 bucket settings. 2. Enable default encryption for all objects. https://docs.aws.amazon.com/AmazonS3/latest/userguide/Encryption.html,Cost: None/$0 ,
Reliability,Backup recovery points manual deletion should be disabled,AWS Well-Architected Framework,P1,Ensure backup recovery points manual deletion is disabled. Steps: 1. Review backup settings. 2. Disable manual deletion of recovery points. https://docs.aws.amazon.com/Backup/latest/devguide/whatisbackup.html,Cost: None/$0 ,
Reliability,Backup recovery points should not expire before retention period,AWS Well-Architected Framework,P1,Ensure backup recovery points do not expire before the retention period. Steps: 1. Review backup retention settings. 2. Configure recovery points to adhere to the defined retention policy. https://docs.aws.amazon.com/Backup/latest/devguide/whatisbackup.html,Cost: None/$0 ,
Reliability,DynamoDB tables should be in a backup plan,AWS Well-Architected Framework,P1,Ensure DynamoDB tables are in a backup plan. Steps: 1. Review DynamoDB table settings. 2. Add tables to the backup plan. https://docs.aws.amazon.com/Backup/latest/devguide/whatisbackup.html,Cost: None/$0 ,
Reliability,DynamoDB table point-in-time recovery should be enabled,AWS Well-Architected Framework,P1,Ensure DynamoDB table point-in-time recovery is enabled. Steps: 1. Review DynamoDB table settings. 2. Enable point-in-time recovery. https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/PointInTimeRecovery.html,Cost: None/$0 ,
Reliability,DynamoDB table should be protected by backup plan,AWS Well-Architected Framework,P1,Ensure DynamoDB table is protected by a backup plan. Steps: 1. Review backup settings. 2. Ensure the DynamoDB table is included in the backup plan. https://docs.aws.amazon.com/Backup/latest/devguide/whatisbackup.html,Cost: None/$0 ,
Reliability,EC2 instances should be protected by backup plan,AWS Well-Architected Framework,P1,Ensure EC2 instances are protected by a backup plan. Steps: 1. Review EC2 instance settings. 2. Add instances to the backup plan. https://docs.aws.amazon.com/Backup/latest/devguide/whatisbackup.html,Cost: None/$0 ,
Reliability,ElastiCache Redis cluster automatic backup should be enabled with retention period of 15 days or greater,AWS Well-Architected Framework,P1,Ensure ElastiCache Redis cluster automatic backup is enabled with a retention period of 15 days or greater. Steps: 1. Review Redis cluster settings. 2. Enable automatic backups with the desired retention. https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/backups.html,Cost: None/$0 ,
Reliability,FSx file system should be protected by backup plan,AWS Well-Architected Framework,P1,Ensure FSx file system is protected by a backup plan. Steps: 1. Review FSx file system settings. 2. Ensure the file system is included in the backup plan. https://docs.aws.amazon.com/fsx/latest/WindowsGuide/what-is.html#fsx-backup-recovery,Cost: None/$0 ,
Reliability,RDS Aurora clusters should have backtracking enabled,AWS Well-Architected Framework,P1,Ensure RDS Aurora clusters have backtracking enabled. Steps: 1. Review Aurora cluster settings. 2. Enable backtracking for quick recovery to a previous state. https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/AuroraBacktrack.html,Cost: None/$0 ,
Reliability,RDS Aurora clusters should be protected by backup plan,AWS Well-Architected Framework,P1,Ensure RDS Aurora clusters are protected by a backup plan. Steps: 1. Review backup settings. 2. Ensure Aurora clusters are included in the backup plan. https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/Aurora.Backups.html,Cost: None/$0 ,
Reliability,RDS DB instance backup should be enabled,AWS Well-Architected Framework,P1,Ensure RDS DB instance backup is enabled. Steps: 1. Review RDS instance settings. 2. Enable automated backups. https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Backup.html,Cost: None/$0 ,
Route 53,Route 53 domains auto renew should be enabled,Compliance,P1,Ensure Route 53 domains auto-renew is enabled. Steps: 1. Review domain settings in Route 53. 2. Enable auto-renew for all domains. #Auto-Renew Domains,Cost: None/$0 ,
Route 53,Route 53 domains should not expire within next 30 days,Compliance,P1,Ensure Route 53 domains do not expire within the next 30 days. Steps: 1. Check expiration dates for all domains. 2. Renew any domains expiring within 30 days. Domain Expiration,Cost: None/$0 ,
Route 53,Route 53 domains should not expire within next 7 days,Compliance,P1,Ensure Route 53 domains do not expire within the next 7 days. Steps: 1. Review expiration dates. 2. Renew any domains expiring within 7 days immediately. Domain Expiration,Cost: None/$0 ,
Route 53,Route 53 domains should not be expired,Compliance,P1,Ensure Route 53 domains are not expired. Steps: 1. Audit all domains in Route 53. 2. Renew any expired domains. url:Domain Management,Cost: None/$0 ,
Route 53,Route53 domains privacy protection should be enabled,Compliance,P1,Ensure Route 53 domains have privacy protection enabled. Steps: 1. Check domain privacy settings. 2. Enable privacy protection for all domains. URL:Domain Privacy Protection,Cost: None/$0 ,
Route 53,Route 53 domains should have transfer lock enabled,Compliance,P1,Ensure Route 53 domains have transfer lock enabled. Steps: 1. Review transfer lock settings for all domains. 2. Enable transfer lock for each domain. URL:Transfer Lock,Cost: None/$0 ,
Route 53,Route 53 zones should have query logging enabled,Compliance,P1,Ensure Route 53 zones have query logging enabled. Steps: 1. Review the settings for hosted zones. 2. Enable query logging for each hosted zone. URL:Query Logging,Cost: None/$0 ,
S3,S3 access points should have block public access settings enabled,Compliance, p1 ,"In the S3 Console, create or modify an access point and ensure all ""Block public access"" options are checked.
Open Amazon S3, select ""Access Points,"" choose the desired access point, click ""Edit"" in ""Public access settings,"" enable ""Block all public access,"" and click ""Save changes.""",Cost: None/$0 ,
S3,S3 buckets access control lists (ACLs) should not be used to manage user access to buckets,Compliance, p1 ,"Remove any existing ACLs from your S3 buckets and implement IAM policies to manage user access permissions by attaching them to the relevant IAM users or roles. 
Go to the bucket's Permissions tab, edit the Access Control List (ACL), uncheck or remove all grantees, and save changes. Then, create an IAM policy under the IAM service, attach it to the relevant IAM users or roles, and manage S3 access permissions through that policy.
Reference: https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_s3_rw-bucket.html",Cost: None/$0 ,
S3,S3 bucket cross-region replication should be enabled,Compliance, p2 ,"Open the S3 Console, select the bucket, go to Management, add a replication rule, specify the destination bucket, enable versioning, and save changes.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/replication.html",Depends on data transfer and storage costs,
S3,S3 bucket default encryption should be enabled,Compliance, p1 ,"Open the S3 console, select the bucket, go to Properties, enable Default Encryption, and save changes.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/UsingEncryption.html",Cost: None/$0  (but KMS may incur costs),
